RegionName,ParkName,ParkType,Year,TRV
Northeast  Region,New River Gorge NP & PRES,National Park,1956,
Northeast  Region,New River Gorge NP & PRES,National Park,1957,
Northeast  Region,New River Gorge NP & PRES,National Park,1958,
Northeast  Region,New River Gorge NP & PRES,National Park,1959,
Northeast  Region,New River Gorge NP & PRES,National Park,1960,
Northeast  Region,New River Gorge NP & PRES,National Park,1961,
Northeast  Region,New River Gorge NP & PRES,National Park,1962,
Northeast  Region,New River Gorge NP & PRES,National Park,1963,
Northeast  Region,New River Gorge NP & PRES,National Park,1964,
Northeast  Region,New River Gorge NP & PRES,National Park,1965,
Northeast  Region,New River Gorge NP & PRES,National Park,1966,
Northeast  Region,New River Gorge NP & PRES,National Park,1967,
Northeast  Region,New River Gorge NP & PRES,National Park,1968,
Northeast  Region,New River Gorge NP & PRES,National Park,1969,
Northeast  Region,New River Gorge NP & PRES,National Park,1970,
Northeast  Region,New River Gorge NP & PRES,National Park,1971,
Northeast  Region,New River Gorge NP & PRES,National Park,1972,
Northeast  Region,New River Gorge NP & PRES,National Park,1973,
Northeast  Region,New River Gorge NP & PRES,National Park,1974,
Northeast  Region,New River Gorge NP & PRES,National Park,1975,
Northeast  Region,New River Gorge NP & PRES,National Park,1976,
Northeast  Region,New River Gorge NP & PRES,National Park,1977,
Northeast  Region,New River Gorge NP & PRES,National Park,1978,
Northeast  Region,New River Gorge NP & PRES,National Park,1979,
Northeast  Region,New River Gorge NP & PRES,National Park,1980,
Northeast  Region,New River Gorge NP & PRES,National Park,1981,
Northeast  Region,New River Gorge NP & PRES,National Park,1982,
Northeast  Region,New River Gorge NP & PRES,National Park,1983,
Northeast  Region,New River Gorge NP & PRES,National Park,1984,231295
Northeast  Region,New River Gorge NP & PRES,National Park,1985,263021
Northeast  Region,New River Gorge NP & PRES,National Park,1986,394079
Northeast  Region,New River Gorge NP & PRES,National Park,1987,436791
Northeast  Region,New River Gorge NP & PRES,National Park,1988,399722
Northeast  Region,New River Gorge NP & PRES,National Park,1989,411195
Northeast  Region,New River Gorge NP & PRES,National Park,1990,378035
Northeast  Region,New River Gorge NP & PRES,National Park,1991,772172
Northeast  Region,New River Gorge NP & PRES,National Park,1992,940310
Northeast  Region,New River Gorge NP & PRES,National Park,1993,1005598
Northeast  Region,New River Gorge NP & PRES,National Park,1994,1079994
Northeast  Region,New River Gorge NP & PRES,National Park,1995,1177238
Northeast  Region,New River Gorge NP & PRES,National Park,1996,1237637
Northeast  Region,New River Gorge NP & PRES,National Park,1997,1228242
Northeast  Region,New River Gorge NP & PRES,National Park,1998,1197649
Northeast  Region,New River Gorge NP & PRES,National Park,1999,1186501
Northeast  Region,New River Gorge NP & PRES,National Park,2000,1132531
Northeast  Region,New River Gorge NP & PRES,National Park,2001,1231529
Northeast  Region,New River Gorge NP & PRES,National Park,2002,1215875
Northeast  Region,New River Gorge NP & PRES,National Park,2003,1111164
Northeast  Region,New River Gorge NP & PRES,National Park,2004,1151782
Northeast  Region,New River Gorge NP & PRES,National Park,2005,1045814
Northeast  Region,New River Gorge NP & PRES,National Park,2006,1124688
Northeast  Region,New River Gorge NP & PRES,National Park,2007,1178012
Northeast  Region,New River Gorge NP & PRES,National Park,2008,1212854
Northeast  Region,New River Gorge NP & PRES,National Park,2009,1144318
Northeast  Region,New River Gorge NP & PRES,National Park,2010,1151213
Northeast  Region,New River Gorge NP & PRES,National Park,2011,1071088
Northeast  Region,New River Gorge NP & PRES,National Park,2012,1128195
Northeast  Region,New River Gorge NP & PRES,National Park,2013,1071823
Northeast  Region,New River Gorge NP & PRES,National Park,2014,1124799
Northeast  Region,New River Gorge NP & PRES,National Park,2015,1178753
Northeast  Region,New River Gorge NP & PRES,National Park,2016,1197931
Northeast  Region,New River Gorge NP & PRES,National Park,2017,1168658
Northeast  Region,New River Gorge NP & PRES,National Park,2018,1232627
Northeast  Region,New River Gorge NP & PRES,National Park,2019,1195721
Northeast  Region,New River Gorge NP & PRES,National Park,2020,1054374
Northeast  Region,Shenandoah NP,National Park,1904,
Northeast  Region,Shenandoah NP,National Park,1905,
Northeast  Region,Shenandoah NP,National Park,1906,
Northeast  Region,Shenandoah NP,National Park,1907,
Northeast  Region,Shenandoah NP,National Park,1908,
Northeast  Region,Shenandoah NP,National Park,1909,
Northeast  Region,Shenandoah NP,National Park,1910,
Northeast  Region,Shenandoah NP,National Park,1911,
Northeast  Region,Shenandoah NP,National Park,1912,
Northeast  Region,Shenandoah NP,National Park,1913,
Northeast  Region,Shenandoah NP,National Park,1914,
Northeast  Region,Shenandoah NP,National Park,1915,
Northeast  Region,Shenandoah NP,National Park,1916,
Northeast  Region,Shenandoah NP,National Park,1917,
Northeast  Region,Shenandoah NP,National Park,1918,
Northeast  Region,Shenandoah NP,National Park,1919,
Northeast  Region,Shenandoah NP,National Park,1920,
Northeast  Region,Shenandoah NP,National Park,1921,
Northeast  Region,Shenandoah NP,National Park,1922,
Northeast  Region,Shenandoah NP,National Park,1923,
Northeast  Region,Shenandoah NP,National Park,1924,
Northeast  Region,Shenandoah NP,National Park,1925,
Northeast  Region,Shenandoah NP,National Park,1926,
Northeast  Region,Shenandoah NP,National Park,1927,
Northeast  Region,Shenandoah NP,National Park,1928,
Northeast  Region,Shenandoah NP,National Park,1929,
Northeast  Region,Shenandoah NP,National Park,1930,
Northeast  Region,Shenandoah NP,National Park,1931,
Northeast  Region,Shenandoah NP,National Park,1932,
Northeast  Region,Shenandoah NP,National Park,1933,
Northeast  Region,Shenandoah NP,National Park,1934,
Northeast  Region,Shenandoah NP,National Park,1935,
Northeast  Region,Shenandoah NP,National Park,1936,694098
Northeast  Region,Shenandoah NP,National Park,1937,1041204
Northeast  Region,Shenandoah NP,National Park,1938,954967
Northeast  Region,Shenandoah NP,National Park,1939,911612
Northeast  Region,Shenandoah NP,National Park,1940,950807
Northeast  Region,Shenandoah NP,National Park,1941,1071199
Northeast  Region,Shenandoah NP,National Park,1942,138098
Northeast  Region,Shenandoah NP,National Park,1943,41831
Northeast  Region,Shenandoah NP,National Park,1944,137831
Northeast  Region,Shenandoah NP,National Park,1945,542718
Northeast  Region,Shenandoah NP,National Park,1946,709789
Northeast  Region,Shenandoah NP,National Park,1947,858630
Northeast  Region,Shenandoah NP,National Park,1948,932068
Northeast  Region,Shenandoah NP,National Park,1949,1157946
Northeast  Region,Shenandoah NP,National Park,1950,1279387
Northeast  Region,Shenandoah NP,National Park,1951,1412499
Northeast  Region,Shenandoah NP,National Park,1952,1494647
Northeast  Region,Shenandoah NP,National Park,1953,1673346
Northeast  Region,Shenandoah NP,National Park,1954,1659600
Northeast  Region,Shenandoah NP,National Park,1955,1543400
Northeast  Region,Shenandoah NP,National Park,1956,1623500
Northeast  Region,Shenandoah NP,National Park,1957,1655500
Northeast  Region,Shenandoah NP,National Park,1958,1655300
Northeast  Region,Shenandoah NP,National Park,1959,1786700
Northeast  Region,Shenandoah NP,National Park,1960,1780100
Northeast  Region,Shenandoah NP,National Park,1961,1929300
Northeast  Region,Shenandoah NP,National Park,1962,2049400
Northeast  Region,Shenandoah NP,National Park,1963,2237800
Northeast  Region,Shenandoah NP,National Park,1964,2276200
Northeast  Region,Shenandoah NP,National Park,1965,2289400
Northeast  Region,Shenandoah NP,National Park,1966,2349100
Northeast  Region,Shenandoah NP,National Park,1967,2133100
Northeast  Region,Shenandoah NP,National Park,1968,2273200
Northeast  Region,Shenandoah NP,National Park,1969,2400900
Northeast  Region,Shenandoah NP,National Park,1970,2411500
Northeast  Region,Shenandoah NP,National Park,1971,2140600
Northeast  Region,Shenandoah NP,National Park,1972,2038224
Northeast  Region,Shenandoah NP,National Park,1973,2308400
Northeast  Region,Shenandoah NP,National Park,1974,1949400
Northeast  Region,Shenandoah NP,National Park,1975,2420600
Northeast  Region,Shenandoah NP,National Park,1976,2448600
Northeast  Region,Shenandoah NP,National Park,1977,2789100
Northeast  Region,Shenandoah NP,National Park,1978,2002205
Northeast  Region,Shenandoah NP,National Park,1979,1521451
Northeast  Region,Shenandoah NP,National Park,1980,1699228
Northeast  Region,Shenandoah NP,National Park,1981,1819546
Northeast  Region,Shenandoah NP,National Park,1982,1751972
Northeast  Region,Shenandoah NP,National Park,1983,1768378
Northeast  Region,Shenandoah NP,National Park,1984,1869307
Northeast  Region,Shenandoah NP,National Park,1985,1933085
Northeast  Region,Shenandoah NP,National Park,1986,1843985
Northeast  Region,Shenandoah NP,National Park,1987,1767727
Northeast  Region,Shenandoah NP,National Park,1988,1937155
Northeast  Region,Shenandoah NP,National Park,1989,1873817
Northeast  Region,Shenandoah NP,National Park,1990,1771780
Northeast  Region,Shenandoah NP,National Park,1991,1939486
Northeast  Region,Shenandoah NP,National Park,1992,1822193
Northeast  Region,Shenandoah NP,National Park,1993,1951366
Northeast  Region,Shenandoah NP,National Park,1994,1926883
Northeast  Region,Shenandoah NP,National Park,1995,1757794
Northeast  Region,Shenandoah NP,National Park,1996,1571019
Northeast  Region,Shenandoah NP,National Park,1997,1587790
Northeast  Region,Shenandoah NP,National Park,1998,1473100
Northeast  Region,Shenandoah NP,National Park,1999,1339286
Northeast  Region,Shenandoah NP,National Park,2000,1419579
Northeast  Region,Shenandoah NP,National Park,2001,1498561
Northeast  Region,Shenandoah NP,National Park,2002,1389244
Northeast  Region,Shenandoah NP,National Park,2003,1163950
Northeast  Region,Shenandoah NP,National Park,2004,1261000
Northeast  Region,Shenandoah NP,National Park,2005,1094912
Northeast  Region,Shenandoah NP,National Park,2006,1076150
Northeast  Region,Shenandoah NP,National Park,2007,1107227
Northeast  Region,Shenandoah NP,National Park,2008,1075878
Northeast  Region,Shenandoah NP,National Park,2009,1120981
Northeast  Region,Shenandoah NP,National Park,2010,1253386
Northeast  Region,Shenandoah NP,National Park,2011,1209883
Northeast  Region,Shenandoah NP,National Park,2012,1210200
Northeast  Region,Shenandoah NP,National Park,2013,1136505
Northeast  Region,Shenandoah NP,National Park,2014,1255321
Northeast  Region,Shenandoah NP,National Park,2015,1321873
Northeast  Region,Shenandoah NP,National Park,2016,1437341
Northeast  Region,Shenandoah NP,National Park,2017,1458874
Northeast  Region,Shenandoah NP,National Park,2018,1264880
Northeast  Region,Shenandoah NP,National Park,2019,1425507
Northeast  Region,Shenandoah NP,National Park,2020,1666265
Pacific West  Region,Channel Islands NP,National Park,1904,
Pacific West  Region,Channel Islands NP,National Park,1905,
Pacific West  Region,Channel Islands NP,National Park,1906,
Pacific West  Region,Channel Islands NP,National Park,1907,
Pacific West  Region,Channel Islands NP,National Park,1908,
Pacific West  Region,Channel Islands NP,National Park,1909,
Pacific West  Region,Channel Islands NP,National Park,1910,
Pacific West  Region,Channel Islands NP,National Park,1911,
Pacific West  Region,Channel Islands NP,National Park,1912,
Pacific West  Region,Channel Islands NP,National Park,1913,
Pacific West  Region,Channel Islands NP,National Park,1914,
Pacific West  Region,Channel Islands NP,National Park,1915,
Pacific West  Region,Channel Islands NP,National Park,1916,
Pacific West  Region,Channel Islands NP,National Park,1917,
Pacific West  Region,Channel Islands NP,National Park,1918,
Pacific West  Region,Channel Islands NP,National Park,1919,
Pacific West  Region,Channel Islands NP,National Park,1920,
Pacific West  Region,Channel Islands NP,National Park,1921,
Pacific West  Region,Channel Islands NP,National Park,1922,
Pacific West  Region,Channel Islands NP,National Park,1923,
Pacific West  Region,Channel Islands NP,National Park,1924,
Pacific West  Region,Channel Islands NP,National Park,1925,
Pacific West  Region,Channel Islands NP,National Park,1926,
Pacific West  Region,Channel Islands NP,National Park,1927,
Pacific West  Region,Channel Islands NP,National Park,1928,
Pacific West  Region,Channel Islands NP,National Park,1929,
Pacific West  Region,Channel Islands NP,National Park,1930,
Pacific West  Region,Channel Islands NP,National Park,1931,
Pacific West  Region,Channel Islands NP,National Park,1932,
Pacific West  Region,Channel Islands NP,National Park,1933,
Pacific West  Region,Channel Islands NP,National Park,1934,
Pacific West  Region,Channel Islands NP,National Park,1935,
Pacific West  Region,Channel Islands NP,National Park,1936,
Pacific West  Region,Channel Islands NP,National Park,1937,
Pacific West  Region,Channel Islands NP,National Park,1938,
Pacific West  Region,Channel Islands NP,National Park,1939,
Pacific West  Region,Channel Islands NP,National Park,1940,
Pacific West  Region,Channel Islands NP,National Park,1941,
Pacific West  Region,Channel Islands NP,National Park,1942,
Pacific West  Region,Channel Islands NP,National Park,1943,
Pacific West  Region,Channel Islands NP,National Park,1944,
Pacific West  Region,Channel Islands NP,National Park,1945,
Pacific West  Region,Channel Islands NP,National Park,1946,
Pacific West  Region,Channel Islands NP,National Park,1947,
Pacific West  Region,Channel Islands NP,National Park,1948,
Pacific West  Region,Channel Islands NP,National Park,1949,
Pacific West  Region,Channel Islands NP,National Park,1950,
Pacific West  Region,Channel Islands NP,National Park,1951,
Pacific West  Region,Channel Islands NP,National Park,1952,
Pacific West  Region,Channel Islands NP,National Park,1953,
Pacific West  Region,Channel Islands NP,National Park,1954,
Pacific West  Region,Channel Islands NP,National Park,1955,
Pacific West  Region,Channel Islands NP,National Park,1956,
Pacific West  Region,Channel Islands NP,National Park,1957,
Pacific West  Region,Channel Islands NP,National Park,1958,
Pacific West  Region,Channel Islands NP,National Park,1959,
Pacific West  Region,Channel Islands NP,National Park,1960,
Pacific West  Region,Channel Islands NP,National Park,1961,
Pacific West  Region,Channel Islands NP,National Park,1962,
Pacific West  Region,Channel Islands NP,National Park,1963,1200
Pacific West  Region,Channel Islands NP,National Park,1964,1500
Pacific West  Region,Channel Islands NP,National Park,1965,1600
Pacific West  Region,Channel Islands NP,National Park,1966,300
Pacific West  Region,Channel Islands NP,National Park,1967,15700
Pacific West  Region,Channel Islands NP,National Park,1968,31000
Pacific West  Region,Channel Islands NP,National Park,1969,33100
Pacific West  Region,Channel Islands NP,National Park,1970,32000
Pacific West  Region,Channel Islands NP,National Park,1971,24400
Pacific West  Region,Channel Islands NP,National Park,1972,31947
Pacific West  Region,Channel Islands NP,National Park,1973,44700
Pacific West  Region,Channel Islands NP,National Park,1974,31000
Pacific West  Region,Channel Islands NP,National Park,1975,74400
Pacific West  Region,Channel Islands NP,National Park,1976,92600
Pacific West  Region,Channel Islands NP,National Park,1977,87200
Pacific West  Region,Channel Islands NP,National Park,1978,46416
Pacific West  Region,Channel Islands NP,National Park,1979,82937
Pacific West  Region,Channel Islands NP,National Park,1980,104574
Pacific West  Region,Channel Islands NP,National Park,1981,87514
Pacific West  Region,Channel Islands NP,National Park,1982,172287
Pacific West  Region,Channel Islands NP,National Park,1983,205024
Pacific West  Region,Channel Islands NP,National Park,1984,203411
Pacific West  Region,Channel Islands NP,National Park,1985,164132
Pacific West  Region,Channel Islands NP,National Park,1986,172913
Pacific West  Region,Channel Islands NP,National Park,1987,174607
Pacific West  Region,Channel Islands NP,National Park,1988,168592
Pacific West  Region,Channel Islands NP,National Park,1989,152662
Pacific West  Region,Channel Islands NP,National Park,1990,144083
Pacific West  Region,Channel Islands NP,National Park,1991,149263
Pacific West  Region,Channel Islands NP,National Park,1992,169181
Pacific West  Region,Channel Islands NP,National Park,1993,184867
Pacific West  Region,Channel Islands NP,National Park,1994,175226
Pacific West  Region,Channel Islands NP,National Park,1995,525882
Pacific West  Region,Channel Islands NP,National Park,1996,490715
Pacific West  Region,Channel Islands NP,National Park,1997,488757
Pacific West  Region,Channel Islands NP,National Park,1998,574270
Pacific West  Region,Channel Islands NP,National Park,1999,607057
Pacific West  Region,Channel Islands NP,National Park,2000,482571
Pacific West  Region,Channel Islands NP,National Park,2001,520428
Pacific West  Region,Channel Islands NP,National Park,2002,613935
Pacific West  Region,Channel Islands NP,National Park,2003,585919
Pacific West  Region,Channel Islands NP,National Park,2004,537716
Pacific West  Region,Channel Islands NP,National Park,2005,434107
Pacific West  Region,Channel Islands NP,National Park,2006,375256
Pacific West  Region,Channel Islands NP,National Park,2007,360806
Pacific West  Region,Channel Islands NP,National Park,2008,332177
Pacific West  Region,Channel Islands NP,National Park,2009,348745
Pacific West  Region,Channel Islands NP,National Park,2010,277515
Pacific West  Region,Channel Islands NP,National Park,2011,242756
Pacific West  Region,Channel Islands NP,National Park,2012,249594
Pacific West  Region,Channel Islands NP,National Park,2013,212029
Pacific West  Region,Channel Islands NP,National Park,2014,342161
Pacific West  Region,Channel Islands NP,National Park,2015,324816
Pacific West  Region,Channel Islands NP,National Park,2016,364807
Pacific West  Region,Channel Islands NP,National Park,2017,383687
Pacific West  Region,Channel Islands NP,National Park,2018,366250
Pacific West  Region,Channel Islands NP,National Park,2019,409630
Pacific West  Region,Channel Islands NP,National Park,2020,167290
Pacific West  Region,Crater Lake NP,National Park,1904,1500
Pacific West  Region,Crater Lake NP,National Park,1905,1400
Pacific West  Region,Crater Lake NP,National Park,1906,1800
Pacific West  Region,Crater Lake NP,National Park,1907,2600
Pacific West  Region,Crater Lake NP,National Park,1908,5275
Pacific West  Region,Crater Lake NP,National Park,1909,4171
Pacific West  Region,Crater Lake NP,National Park,1910,5000
Pacific West  Region,Crater Lake NP,National Park,1911,4500
Pacific West  Region,Crater Lake NP,National Park,1912,5235
Pacific West  Region,Crater Lake NP,National Park,1913,6253
Pacific West  Region,Crater Lake NP,National Park,1914,7096
Pacific West  Region,Crater Lake NP,National Park,1915,11371
Pacific West  Region,Crater Lake NP,National Park,1916,12265
Pacific West  Region,Crater Lake NP,National Park,1917,11645
Pacific West  Region,Crater Lake NP,National Park,1918,13231
Pacific West  Region,Crater Lake NP,National Park,1919,16645
Pacific West  Region,Crater Lake NP,National Park,1920,20135
Pacific West  Region,Crater Lake NP,National Park,1921,28617
Pacific West  Region,Crater Lake NP,National Park,1922,33016
Pacific West  Region,Crater Lake NP,National Park,1923,52017
Pacific West  Region,Crater Lake NP,National Park,1924,64312
Pacific West  Region,Crater Lake NP,National Park,1925,65018
Pacific West  Region,Crater Lake NP,National Park,1926,86019
Pacific West  Region,Crater Lake NP,National Park,1927,82354
Pacific West  Region,Crater Lake NP,National Park,1928,113323
Pacific West  Region,Crater Lake NP,National Park,1929,128435
Pacific West  Region,Crater Lake NP,National Park,1930,157693
Pacific West  Region,Crater Lake NP,National Park,1931,170284
Pacific West  Region,Crater Lake NP,National Park,1932,109738
Pacific West  Region,Crater Lake NP,National Park,1933,90512
Pacific West  Region,Crater Lake NP,National Park,1934,118699
Pacific West  Region,Crater Lake NP,National Park,1935,107701
Pacific West  Region,Crater Lake NP,National Park,1936,180382
Pacific West  Region,Crater Lake NP,National Park,1937,202403
Pacific West  Region,Crater Lake NP,National Park,1938,190699
Pacific West  Region,Crater Lake NP,National Park,1939,225101
Pacific West  Region,Crater Lake NP,National Park,1940,252482
Pacific West  Region,Crater Lake NP,National Park,1941,274002
Pacific West  Region,Crater Lake NP,National Park,1942,88568
Pacific West  Region,Crater Lake NP,National Park,1943,28850
Pacific West  Region,Crater Lake NP,National Park,1944,44389
Pacific West  Region,Crater Lake NP,National Park,1945,79535
Pacific West  Region,Crater Lake NP,National Park,1946,208640
Pacific West  Region,Crater Lake NP,National Park,1947,378000
Pacific West  Region,Crater Lake NP,National Park,1948,313580
Pacific West  Region,Crater Lake NP,National Park,1949,330829
Pacific West  Region,Crater Lake NP,National Park,1950,310796
Pacific West  Region,Crater Lake NP,National Park,1951,289286
Pacific West  Region,Crater Lake NP,National Park,1952,312677
Pacific West  Region,Crater Lake NP,National Park,1953,332835
Pacific West  Region,Crater Lake NP,National Park,1954,370600
Pacific West  Region,Crater Lake NP,National Park,1955,343800
Pacific West  Region,Crater Lake NP,National Park,1956,359800
Pacific West  Region,Crater Lake NP,National Park,1957,330500
Pacific West  Region,Crater Lake NP,National Park,1958,333900
Pacific West  Region,Crater Lake NP,National Park,1959,341000
Pacific West  Region,Crater Lake NP,National Park,1960,397700
Pacific West  Region,Crater Lake NP,National Park,1961,415600
Pacific West  Region,Crater Lake NP,National Park,1962,592400
Pacific West  Region,Crater Lake NP,National Park,1963,475700
Pacific West  Region,Crater Lake NP,National Park,1964,494100
Pacific West  Region,Crater Lake NP,National Park,1965,480500
Pacific West  Region,Crater Lake NP,National Park,1966,552500
Pacific West  Region,Crater Lake NP,National Park,1967,499400
Pacific West  Region,Crater Lake NP,National Park,1968,578300
Pacific West  Region,Crater Lake NP,National Park,1969,544900
Pacific West  Region,Crater Lake NP,National Park,1970,535000
Pacific West  Region,Crater Lake NP,National Park,1971,535000
Pacific West  Region,Crater Lake NP,National Park,1972,566655
Pacific West  Region,Crater Lake NP,National Park,1973,505300
Pacific West  Region,Crater Lake NP,National Park,1974,496100
Pacific West  Region,Crater Lake NP,National Park,1975,356500
Pacific West  Region,Crater Lake NP,National Park,1976,532700
Pacific West  Region,Crater Lake NP,National Park,1977,558300
Pacific West  Region,Crater Lake NP,National Park,1978,553374
Pacific West  Region,Crater Lake NP,National Park,1979,410749
Pacific West  Region,Crater Lake NP,National Park,1980,455143
Pacific West  Region,Crater Lake NP,National Park,1981,503404
Pacific West  Region,Crater Lake NP,National Park,1982,435589
Pacific West  Region,Crater Lake NP,National Park,1983,379008
Pacific West  Region,Crater Lake NP,National Park,1984,419829
Pacific West  Region,Crater Lake NP,National Park,1985,390604
Pacific West  Region,Crater Lake NP,National Park,1986,402789
Pacific West  Region,Crater Lake NP,National Park,1987,460550
Pacific West  Region,Crater Lake NP,National Park,1988,443430
Pacific West  Region,Crater Lake NP,National Park,1989,430734
Pacific West  Region,Crater Lake NP,National Park,1990,384941
Pacific West  Region,Crater Lake NP,National Park,1991,456931
Pacific West  Region,Crater Lake NP,National Park,1992,461668
Pacific West  Region,Crater Lake NP,National Park,1993,381747
Pacific West  Region,Crater Lake NP,National Park,1994,454215
Pacific West  Region,Crater Lake NP,National Park,1995,496041
Pacific West  Region,Crater Lake NP,National Park,1996,476957
Pacific West  Region,Crater Lake NP,National Park,1997,451548
Pacific West  Region,Crater Lake NP,National Park,1998,471865
Pacific West  Region,Crater Lake NP,National Park,1999,417992
Pacific West  Region,Crater Lake NP,National Park,2000,426883
Pacific West  Region,Crater Lake NP,National Park,2001,457373
Pacific West  Region,Crater Lake NP,National Park,2002,456620
Pacific West  Region,Crater Lake NP,National Park,2003,479183
Pacific West  Region,Crater Lake NP,National Park,2004,417066
Pacific West  Region,Crater Lake NP,National Park,2005,447240
Pacific West  Region,Crater Lake NP,National Park,2006,388972
Pacific West  Region,Crater Lake NP,National Park,2007,468958
Pacific West  Region,Crater Lake NP,National Park,2008,415686
Pacific West  Region,Crater Lake NP,National Park,2009,446516
Pacific West  Region,Crater Lake NP,National Park,2010,448319
Pacific West  Region,Crater Lake NP,National Park,2011,423551
Pacific West  Region,Crater Lake NP,National Park,2012,447251
Pacific West  Region,Crater Lake NP,National Park,2013,523027
Pacific West  Region,Crater Lake NP,National Park,2014,535508
Pacific West  Region,Crater Lake NP,National Park,2015,614712
Pacific West  Region,Crater Lake NP,National Park,2016,756344
Pacific West  Region,Crater Lake NP,National Park,2017,711749
Pacific West  Region,Crater Lake NP,National Park,2018,720659
Pacific West  Region,Crater Lake NP,National Park,2019,704512
Pacific West  Region,Crater Lake NP,National Park,2020,670500
Pacific West  Region,Death Valley NP,National Park,1904,
Pacific West  Region,Death Valley NP,National Park,1905,
Pacific West  Region,Death Valley NP,National Park,1906,
Pacific West  Region,Death Valley NP,National Park,1907,
Pacific West  Region,Death Valley NP,National Park,1908,
Pacific West  Region,Death Valley NP,National Park,1909,
Pacific West  Region,Death Valley NP,National Park,1910,
Pacific West  Region,Death Valley NP,National Park,1911,
Pacific West  Region,Death Valley NP,National Park,1912,
Pacific West  Region,Death Valley NP,National Park,1913,
Pacific West  Region,Death Valley NP,National Park,1914,
Pacific West  Region,Death Valley NP,National Park,1915,
Pacific West  Region,Death Valley NP,National Park,1916,
Pacific West  Region,Death Valley NP,National Park,1917,
Pacific West  Region,Death Valley NP,National Park,1918,
Pacific West  Region,Death Valley NP,National Park,1919,
Pacific West  Region,Death Valley NP,National Park,1920,
Pacific West  Region,Death Valley NP,National Park,1921,
Pacific West  Region,Death Valley NP,National Park,1922,
Pacific West  Region,Death Valley NP,National Park,1923,
Pacific West  Region,Death Valley NP,National Park,1924,
Pacific West  Region,Death Valley NP,National Park,1925,
Pacific West  Region,Death Valley NP,National Park,1926,
Pacific West  Region,Death Valley NP,National Park,1927,
Pacific West  Region,Death Valley NP,National Park,1928,
Pacific West  Region,Death Valley NP,National Park,1929,
Pacific West  Region,Death Valley NP,National Park,1930,
Pacific West  Region,Death Valley NP,National Park,1931,
Pacific West  Region,Death Valley NP,National Park,1932,
Pacific West  Region,Death Valley NP,National Park,1933,9970
Pacific West  Region,Death Valley NP,National Park,1934,19678
Pacific West  Region,Death Valley NP,National Park,1935,42061
Pacific West  Region,Death Valley NP,National Park,1936,40815
Pacific West  Region,Death Valley NP,National Park,1937,48874
Pacific West  Region,Death Valley NP,National Park,1938,58320
Pacific West  Region,Death Valley NP,National Park,1939,61301
Pacific West  Region,Death Valley NP,National Park,1940,80842
Pacific West  Region,Death Valley NP,National Park,1941,100829
Pacific West  Region,Death Valley NP,National Park,1942,44755
Pacific West  Region,Death Valley NP,National Park,1943,14374
Pacific West  Region,Death Valley NP,National Park,1944,13661
Pacific West  Region,Death Valley NP,National Park,1945,31112
Pacific West  Region,Death Valley NP,National Park,1946,100976
Pacific West  Region,Death Valley NP,National Park,1947,161953
Pacific West  Region,Death Valley NP,National Park,1948,162150
Pacific West  Region,Death Valley NP,National Park,1949,208557
Pacific West  Region,Death Valley NP,National Park,1950,189045
Pacific West  Region,Death Valley NP,National Park,1951,219520
Pacific West  Region,Death Valley NP,National Park,1952,296106
Pacific West  Region,Death Valley NP,National Park,1953,338899
Pacific West  Region,Death Valley NP,National Park,1954,337900
Pacific West  Region,Death Valley NP,National Park,1955,342200
Pacific West  Region,Death Valley NP,National Park,1956,300100
Pacific West  Region,Death Valley NP,National Park,1957,333400
Pacific West  Region,Death Valley NP,National Park,1958,334300
Pacific West  Region,Death Valley NP,National Park,1959,335700
Pacific West  Region,Death Valley NP,National Park,1960,355900
Pacific West  Region,Death Valley NP,National Park,1961,397900
Pacific West  Region,Death Valley NP,National Park,1962,363400
Pacific West  Region,Death Valley NP,National Park,1963,408100
Pacific West  Region,Death Valley NP,National Park,1964,403600
Pacific West  Region,Death Valley NP,National Park,1965,453000
Pacific West  Region,Death Valley NP,National Park,1966,437800
Pacific West  Region,Death Valley NP,National Park,1967,476700
Pacific West  Region,Death Valley NP,National Park,1968,469600
Pacific West  Region,Death Valley NP,National Park,1969,458800
Pacific West  Region,Death Valley NP,National Park,1970,580500
Pacific West  Region,Death Valley NP,National Park,1971,290900
Pacific West  Region,Death Valley NP,National Park,1972,293999
Pacific West  Region,Death Valley NP,National Park,1973,315400
Pacific West  Region,Death Valley NP,National Park,1974,368800
Pacific West  Region,Death Valley NP,National Park,1975,545500
Pacific West  Region,Death Valley NP,National Park,1976,582400
Pacific West  Region,Death Valley NP,National Park,1977,620400
Pacific West  Region,Death Valley NP,National Park,1978,673610
Pacific West  Region,Death Valley NP,National Park,1979,631152
Pacific West  Region,Death Valley NP,National Park,1980,618140
Pacific West  Region,Death Valley NP,National Park,1981,630402
Pacific West  Region,Death Valley NP,National Park,1982,679992
Pacific West  Region,Death Valley NP,National Park,1983,635582
Pacific West  Region,Death Valley NP,National Park,1984,621197
Pacific West  Region,Death Valley NP,National Park,1985,576679
Pacific West  Region,Death Valley NP,National Park,1986,586668
Pacific West  Region,Death Valley NP,National Park,1987,665345
Pacific West  Region,Death Valley NP,National Park,1988,692267
Pacific West  Region,Death Valley NP,National Park,1989,664449
Pacific West  Region,Death Valley NP,National Park,1990,690965
Pacific West  Region,Death Valley NP,National Park,1991,743608
Pacific West  Region,Death Valley NP,National Park,1992,869183
Pacific West  Region,Death Valley NP,National Park,1993,998474
